path,label
archive\iam_words\words\a06\a06-064\a06-064-04-05.png,""""
archive\iam_words\words\a01\a01-007u\a01-007u-03-06.png,but
archive\iam_words\words\e07\e07-012\e07-012-05-06.png,insect
archive\iam_words\words\c03\c03-087a\c03-087a-05-09.png,the
archive\iam_words\words\a01\a01-026\a01-026-04-06.png,settlers'
archive\iam_words\words\b05\b05-067\b05-067-06-03.png,top
archive\iam_words\words\c03\c03-096c\c03-096c-04-03.png,One
archive\iam_words\words\c02\c02-059\c02-059-01-02.png,what
archive\iam_words\words\d06\d06-000\d06-000-04-06.png,it
archive\iam_words\words\c02\c02-012\c02-012-03-02.png,he
archive\iam_words\words\d01\d01-056\d01-056-06-05.png,texts
archive\iam_words\words\a01\a01-091\a01-091-01-06.png,massed
archive\iam_words\words\e01\e01-055\e01-055-06-05.png,","
archive\iam_words\words\a01\a01-072u\a01-072u-06-06.png,taxation
archive\iam_words\words\b05\b05-032\b05-032-00-02.png,from
archive\iam_words\words\b01\b01-038\b01-038-05-02.png,the
archive\iam_words\words\c03\c03-096a\c03-096a-03-04.png,of
archive\iam_words\words\b04\b04-081\b04-081-02-01.png,foolish
archive\iam_words\words\a01\a01-063u\a01-063u-02-01.png,President
archive\iam_words\words\a05\a05-094\a05-094-00-04.png,debates
archive\iam_words\words\d06\d06-041\d06-041-04-01.png,mother
archive\iam_words\words\a01\a01-128u\a01-128u-10-00.png,over
archive\iam_words\words\d01\d01-019\d01-019-02-00.png,present
archive\iam_words\words\c02\c02-059\c02-059-08-00.png,film
archive\iam_words\words\a04\a04-054\a04-054-03-06.png,used
archive\iam_words\words\b01\b01-023\b01-023-06-00.png,or
archive\iam_words\words\c03\c03-096b\c03-096b-03-04.png,spite
archive\iam_words\words\c06\c06-095\c06-095-01-06.png,35
archive\iam_words\words\a03\a03-006\a03-006-04-07.png,apart
archive\iam_words\words\b01\b01-038\b01-038-03-09.png,the
archive\iam_words\words\e01\e01-014\e01-014-02-04.png,for
archive\iam_words\words\a05\a05-125\a05-125-04-01.png,more
archive\iam_words\words\a02\a02-032\a02-032-04-12.png,The
archive\iam_words\words\e07\e07-061\e07-061-07-02.png,breeding
archive\iam_words\words\c04\c04-023\c04-023-02-10.png,her
archive\iam_words\words\c06\c06-027\c06-027-00-08.png,in
archive\iam_words\words\e01\e01-029\e01-029-04-05.png,","
archive\iam_words\words\b06\b06-032\b06-032-04-04.png,and
archive\iam_words\words\a05\a05-062\a05-062-00-02.png,vigour
archive\iam_words\words\a01\a01-122u\a01-122u-05-02.png,industry
archive\iam_words\words\d04\d04-101\d04-101-03-09.png,earth
archive\iam_words\words\c03\c03-021c\c03-021c-09-02.png,love
archive\iam_words\words\c03\c03-096b\c03-096b-06-04.png,accents
archive\iam_words\words\e01\e01-025\e01-025-05-07.png,lovely
archive\iam_words\words\b01\b01-079\b01-079-08-03.png,use
archive\iam_words\words\a06\a06-100\a06-100-05-03.png,""""
archive\iam_words\words\a03\a03-006\a03-006-03-04.png,in
archive\iam_words\words\d04\d04-012\d04-012-06-04.png,such
archive\iam_words\words\a01\a01-053x\a01-053x-08-03.png,can
archive\iam_words\words\b01\b01-062\b01-062-09-05.png,.
archive\iam_words\words\a02\a02-106\a02-106-02-01.png,Secretary
archive\iam_words\words\b04\b04-175\b04-175-07-01.png,say
archive\iam_words\words\b04\b04-147\b04-147-04-04.png,dug
archive\iam_words\words\a01\a01-072x\a01-072x-01-05.png,answer
archive\iam_words\words\b05\b05-038\b05-038-07-03.png,their
archive\iam_words\words\c06\c06-116\c06-116-04-02.png,the
archive\iam_words\words\d01\d01-104\d01-104-04-06.png,79
archive\iam_words\words\a01\a01-030u\a01-030u-08-07.png,right
archive\iam_words\words\d01\d01-104\d01-104-04-02.png,and
archive\iam_words\words\d06\d06-060\d06-060-00-06.png,that
archive\iam_words\words\e04\e04-038\e04-038-02-03.png,footrest
archive\iam_words\words\b05\b05-098\b05-098-07-02.png,a
archive\iam_words\words\a05\a05-062\a05-062-02-07.png,Sir
archive\iam_words\words\d04\d04-071\d04-071-05-02.png,of
archive\iam_words\words\d04\d04-125\d04-125-01-05.png,progress
archive\iam_words\words\c03\c03-021a\c03-021a-09-08.png,.
archive\iam_words\words\d04\d04-047\d04-047-07-04.png,to
archive\iam_words\words\c02\c02-056\c02-056-02-03.png,Most
archive\iam_words\words\a01\a01-011\a01-011-00-06.png,National
archive\iam_words\words\a01\a01-049x\a01-049x-02-06.png,Washington
archive\iam_words\words\e04\e04-034\e04-034-06-02.png,seat
archive\iam_words\words\c02\c02-035\c02-035-00-10.png,cut-rate
archive\iam_words\words\a03\a03-054\a03-054-02-03.png,by
archive\iam_words\words\c03\c03-021e\c03-021e-04-03.png,as
archive\iam_words\words\b06\b06-071\b06-071-02-00.png,political
archive\iam_words\words\c04\c04-039\c04-039-07-02.png,the
archive\iam_words\words\e01\e01-113\e01-113-07-03.png,of
archive\iam_words\words\a03\a03-047\a03-047-06-09.png,United
archive\iam_words\words\c02\c02-022\c02-022-02-03.png,his
archive\iam_words\words\b01\b01-132\b01-132-05-01.png,Ministers
archive\iam_words\words\a04\a04-039\a04-039-06-02.png,and
archive\iam_words\words\d04\d04-021\d04-021-04-10.png,builders
archive\iam_words\words\a06\a06-025\a06-025-08-00.png,committees
archive\iam_words\words\c04\c04-170\c04-170-02-01.png,make
archive\iam_words\words\a02\a02-012\a02-012-02-03.png,a
archive\iam_words\words\c04\c04-156\c04-156-00-05.png,of
archive\iam_words\words\a06\a06-070\a06-070-02-04.png,European
archive\iam_words\words\a03\a03-023\a03-023-08-02.png,Vang
archive\iam_words\words\a01\a01-014\a01-014-02-03.png,Mr.
archive\iam_words\words\e01\e01-119\e01-119-06-08.png,little
archive\iam_words\words\e02\e02-091\e02-091-05-04.png,though
archive\iam_words\words\e04\e04-022\e04-022-01-07.png,","
archive\iam_words\words\a01\a01-049u\a01-049u-07-07.png,to
archive\iam_words\words\e01\e01-025\e01-025-09-01.png,completely
archive\iam_words\words\d01\d01-123\d01-123-04-01.png,codex
archive\iam_words\words\b04\b04-060\b04-060-01-10.png,","
archive\iam_words\words\c02\c02-017\c02-017-02-01.png,a
archive\iam_words\words\d04\d04-058\d04-058-05-03.png,fruit
archive\iam_words\words\e06\e06-053\e06-053-02-04.png,fish
archive\iam_words\words\b01\b01-014\b01-014-04-04.png,feel
archive\iam_words\words\a04\a04-035\a04-035-04-00.png,Dr.
archive\iam_words\words\a03\a03-006\a03-006-06-01.png,seen
archive\iam_words\words\a03\a03-071\a03-071-07-03.png,Die
archive\iam_words\words\b06\b06-064\b06-064-07-01.png,a
archive\iam_words\words\b06\b06-110\b06-110-03-05.png,received
archive\iam_words\words\d03\d03-117\d03-117-03-02.png,become
archive\iam_words\words\d06\d06-025\d06-025-05-00.png,dwells
archive\iam_words\words\a01\a01-063\a01-063-04-06.png,who
archive\iam_words\words\a01\a01-030x\a01-030x-04-06.png,consult
archive\iam_words\words\b01\b01-004\b01-004-02-05.png,becomes
archive\iam_words\words\d07\d07-085\d07-085-00-10.png,","
archive\iam_words\words\b06\b06-053\b06-053-02-01.png,it
archive\iam_words\words\b01\b01-014\b01-014-04-01.png,African
archive\iam_words\words\d01\d01-060\d01-060-09-00.png,is
archive\iam_words\words\d05\d05-025\d05-025-02-04.png,at
archive\iam_words\words\c06\c06-027\c06-027-00-11.png,there
archive\iam_words\words\d07\d07-100\d07-100-02-04.png,verse
archive\iam_words\words\a03\a03-034\a03-034-02-05.png,the
archive\iam_words\words\d06\d06-107\d06-107-00-04.png,complicated
archive\iam_words\words\a02\a02-037\a02-037-08-01.png,anyone
archive\iam_words\words\d06\d06-015\d06-015-03-01.png,Jesus
archive\iam_words\words\a01\a01-003\a01-003-04-04.png,which
archive\iam_words\words\c03\c03-096d\c03-096d-02-01.png,","
archive\iam_words\words\e07\e07-007\e07-007-03-04.png,gallon
archive\iam_words\words\b01\b01-044\b01-044-04-09.png,.
archive\iam_words\words\b01\b01-127\b01-127-04-01.png,to
archive\iam_words\words\c06\c06-100\c06-100-03-05.png,","
archive\iam_words\words\b06\b06-090\b06-090-00-00.png,Such
archive\iam_words\words\b01\b01-057\b01-057-00-00.png,A
archive\iam_words\words\b06\b06-012\b06-012-02-02.png,the
archive\iam_words\words\b01\b01-094\b01-094-05-04.png,in
archive\iam_words\words\a01\a01-014u\a01-014u-00-00.png,Sir
archive\iam_words\words\b05\b05-071\b05-071-00-02.png,the
archive\iam_words\words\a03\a03-006\a03-006-01-07.png,of
archive\iam_words\words\b05\b05-079\b05-079-07-05.png,dispatched
archive\iam_words\words\a06\a06-141\a06-141-06-00.png,generals
archive\iam_words\words\d04\d04-016\d04-016-02-00.png,a
archive\iam_words\words\a01\a01-072u\a01-072u-05-07.png,have
archive\iam_words\words\a03\a03-023\a03-023-05-06.png,however
archive\iam_words\words\a02\a02-012\a02-012-05-04.png,command
archive\iam_words\words\a06\a06-064\a06-064-08-00.png,opposition
archive\iam_words\words\a06\a06-008\a06-008-02-06.png,make
archive\iam_words\words\e04\e04-004\e04-004-00-12.png,1/4
archive\iam_words\words\d01\d01-098\d01-098-00-05.png,was
archive\iam_words\words\e07\e07-003\e07-003-07-01.png,control
archive\iam_words\words\a02\a02-042\a02-042-05-02.png,16
archive\iam_words\words\b04\b04-140\b04-140-01-06.png,.
archive\iam_words\words\a06\a06-020\a06-020-03-00.png,for
archive\iam_words\words\b01\b01-122\b01-122-04-04.png,de
archive\iam_words\words\a01\a01-091\a01-091-08-06.png,many
archive\iam_words\words\a01\a01-122\a01-122-05-00.png,to
archive\iam_words\words\a05\a05-058\a05-058-00-01.png,We
archive\iam_words\words\b04\b04-004\b04-004-09-07.png,","
archive\iam_words\words\a01\a01-077\a01-077-08-01.png,to
archive\iam_words\words\e04\e04-119\e04-119-01-02.png,strakes
archive\iam_words\words\d04\d04-111\d04-111-05-07.png,.
archive\iam_words\words\c02\c02-022\c02-022-02-06.png,and
archive\iam_words\words\e06\e06-010\e06-010-00-00.png,In
archive\iam_words\words\e01\e01-107\e01-107-04-06.png,:
archive\iam_words\words\c06\c06-011\c06-011-07-02.png,sniffing
archive\iam_words\words\c04\c04-139\c04-139-06-03.png,Nyasaland
archive\iam_words\words\c03\c03-084a\c03-084a-02-04.png,over-emphasizing
archive\iam_words\words\a03\a03-050\a03-050-02-05.png,some
archive\iam_words\words\d04\d04-005\d04-005-03-04.png,placed
archive\iam_words\words\e07\e07-061\e07-061-07-07.png,after
archive\iam_words\words\a01\a01-122u\a01-122u-01-05.png,sick
archive\iam_words\words\d04\d04-075\d04-075-08-06.png,""""
archive\iam_words\words\e07\e07-072\e07-072-09-00.png,obtained
archive\iam_words\words\b04\b04-020\b04-020-06-06.png,days
archive\iam_words\words\c03\c03-094f\c03-094f-03-03.png,always
archive\iam_words\words\b06\b06-075\b06-075-03-01.png,never
archive\iam_words\words\a04\a04-047\a04-047-05-03.png,Gaitskell
archive\iam_words\words\c04\c04-066\c04-066-02-05.png,in
archive\iam_words\words\c03\c03-094f\c03-094f-09-04.png,gaudy
archive\iam_words\words\e02\e02-082\e02-082-06-00.png,ripping
archive\iam_words\words\a01\a01-007x\a01-007x-00-03.png,13
archive\iam_words\words\d04\d04-016\d04-016-07-05.png,an
archive\iam_words\words\c02\c02-012\c02-012-05-06.png,to
archive\iam_words\words\b05\b05-071\b05-071-02-01.png,used
archive\iam_words\words\a06\a06-051\a06-051-05-01.png,later
archive\iam_words\words\a01\a01-091\a01-091-04-06.png,and
archive\iam_words\words\c03\c03-021b\c03-021b-04-05.png,and
archive\iam_words\words\b03\b03-025\b03-025-01-08.png,for
archive\iam_words\words\e04\e04-099\e04-099-03-06.png,ft.
archive\iam_words\words\a05\a05-121\a05-121-03-01.png,as
archive\iam_words\words\a02\a02-004\a02-004-02-04.png,rely
archive\iam_words\words\b06\b06-008\b06-008-03-05.png,cloak
archive\iam_words\words\a01\a01-011x\a01-011x-08-05.png,a
archive\iam_words\words\a01\a01-030x\a01-030x-02-08.png,""""
archive\iam_words\words\e07\e07-066\e07-066-02-05.png,praying
archive\iam_words\words\d07\d07-100\d07-100-01-05.png,interpretation
archive\iam_words\words\a05\a05-113\a05-113-00-06.png,House
archive\iam_words\words\d04\d04-131\d04-131-04-01.png,","
archive\iam_words\words\d06\d06-025\d06-025-05-06.png,this
archive\iam_words\words\b06\b06-075\b06-075-04-00.png,being
archive\iam_words\words\d05\d05-008\d05-008-04-05.png,Presbyterian
archive\iam_words\words\c06\c06-091\c06-091-03-06.png,want
archive\iam_words\words\b04\b04-034\b04-034-04-01.png,urban
archive\iam_words\words\a04\a04-099\a04-099-06-05.png,our
archive\iam_words\words\c03\c03-007d\c03-007d-02-08.png,shabby
archive\iam_words\words\c04\c04-080\c04-080-02-01.png,.
archive\iam_words\words\a01\a01-058x\a01-058x-07-03.png,He
archive\iam_words\words\d06\d06-067\d06-067-06-02.png,sixty
archive\iam_words\words\e04\e04-000\e04-000-06-03.png,cheap
archive\iam_words\words\c03\c03-000b\c03-000b-04-05.png,","
archive\iam_words\words\c04\c04-000\c04-000-01-04.png,to
archive\iam_words\words\d06\d06-100\d06-100-02-04.png,further
archive\iam_words\words\c06\c06-111\c06-111-05-07.png,called
archive\iam_words\words\d06\d06-082\d06-082-00-10.png,and
archive\iam_words\words\a01\a01-091u\a01-091u-03-03.png,for
archive\iam_words\words\e04\e04-026\e04-026-04-04.png,shown
archive\iam_words\words\d06\d06-041\d06-041-06-03.png,an
archive\iam_words\words\a04\a04-103\a04-103-07-02.png,to
archive\iam_words\words\b06\b06-019\b06-019-03-02.png,a
archive\iam_words\words\a03\a03-006\a03-006-05-00.png,in
archive\iam_words\words\e06\e06-041\e06-041-01-05.png,when
archive\iam_words\words\a01\a01-049u\a01-049u-09-02.png,disclosed
archive\iam_words\words\b04\b04-010\b04-010-08-02.png,Never
archive\iam_words\words\b01\b01-073\b01-073-09-01.png,logical
archive\iam_words\words\c03\c03-021e\c03-021e-05-06.png,comforter
archive\iam_words\words\c03\c03-096a\c03-096a-01-00.png,explicably
archive\iam_words\words\b06\b06-032\b06-032-05-00.png,in
archive\iam_words\words\d03\d03-112\d03-112-02-01.png,word
archive\iam_words\words\b05\b05-083\b05-083-04-05.png,Revenue
archive\iam_words\words\e06\e06-030\e06-030-00-01.png,winds
archive\iam_words\words\c03\c03-003e\c03-003e-02-04.png,it
archive\iam_words\words\c03\c03-003b\c03-003b-00-08.png,has
archive\iam_words\words\d04\d04-062\d04-062-00-02.png,the
archive\iam_words\words\c03\c03-081a\c03-081a-06-00.png,few
archive\iam_words\words\a02\a02-086\a02-086-00-07.png,Mr.
archive\iam_words\words\b04\b04-175\b04-175-07-08.png,to
archive\iam_words\words\a02\a02-037\a02-037-00-01.png,urge
archive\iam_words\words\b04\b04-175\b04-175-00-00.png,Certainly
archive\iam_words\words\b06\b06-075\b06-075-00-05.png,unity
archive\iam_words\words\c04\c04-050\c04-050-05-03.png,only
archive\iam_words\words\c04\c04-098\c04-098-04-09.png,on
archive\iam_words\words\d01\d01-098\d01-098-04-05.png,easily
archive\iam_words\words\b01\b01-014\b01-014-02-06.png,cut
archive\iam_words\words\b01\b01-122\b01-122-08-06.png,.
archive\iam_words\words\b01\b01-127\b01-127-02-05.png,carry
archive\iam_words\words\a01\a01-030\a01-030-03-02.png,Britain
archive\iam_words\words\d04\d04-047\d04-047-04-05.png,""""
archive\iam_words\words\b06\b06-075\b06-075-07-05.png,oppose
archive\iam_words\words\b01\b01-062\b01-062-04-00.png,contains
archive\iam_words\words\e02\e02-018\e02-018-04-01.png,line
archive\iam_words\words\c06\c06-000\c06-000-03-07.png,who
archive\iam_words\words\a05\a05-080\a05-080-07-00.png,sirable
archive\iam_words\words\d04\d04-096\d04-096-04-06.png,.
archive\iam_words\words\c03\c03-087f\c03-087f-01-03.png,its
archive\iam_words\words\e04\e04-109\e04-109-00-05.png,gauge
archive\iam_words\words\d04\d04-053\d04-053-09-02.png,is
archive\iam_words\words\b01\b01-027\b01-027-01-08.png,The
archive\iam_words\words\d05\d05-021\d05-021-01-01.png,the
archive\iam_words\words\c03\c03-096b\c03-096b-02-01.png,","
archive\iam_words\words\a02\a02-093\a02-093-05-06.png,is
archive\iam_words\words\a06\a06-025\a06-025-07-03.png,operation
archive\iam_words\words\b01\b01-033\b01-033-02-08.png,followed
archive\iam_words\words\d06\d06-091\d06-091-06-08.png,the
archive\iam_words\words\c06\c06-027\c06-027-01-03.png,no
archive\iam_words\words\a01\a01-007u\a01-007u-00-03.png,13
archive\iam_words\words\b05\b05-055\b05-055-00-07.png,of
archive\iam_words\words\d06\d06-072\d06-072-04-06.png,desperately
archive\iam_words\words\b01\b01-057\b01-057-10-00.png,and
archive\iam_words\words\e01\e01-050\e01-050-04-06.png,and
archive\iam_words\words\c03\c03-016d\c03-016d-00-01.png,there
archive\iam_words\words\b04\b04-103\b04-103-04-00.png,even
archive\iam_words\words\b06\b06-068\b06-068-04-04.png,new
archive\iam_words\words\c06\c06-005\c06-005-06-02.png,solo
archive\iam_words\words\b01\b01-000\b01-000-06-03.png,issue
archive\iam_words\words\e01\e01-113\e01-113-03-00.png,3
archive\iam_words\words\a01\a01-030\a01-030-06-11.png,talks
archive\iam_words\words\e01\e01-018\e01-018-01-09.png,a
archive\iam_words\words\a03\a03-073\a03-073-10-05.png,would
archive\iam_words\words\e04\e04-058\e04-058-00-05.png,a
archive\iam_words\words\c06\c06-027\c06-027-00-00.png,It
archive\iam_words\words\b04\b04-195\b04-195-00-00.png,It
archive\iam_words\words\c04\c04-139\c04-139-03-04.png,Muggeridge's
archive\iam_words\words\a06\a06-100\a06-100-00-08.png,towards
archive\iam_words\words\e04\e04-099\e04-099-01-02.png,but
archive\iam_words\words\c04\c04-080\c04-080-03-05.png,company
archive\iam_words\words\b06\b06-008\b06-008-02-06.png,Their
archive\iam_words\words\c03\c03-081d\c03-081d-02-05.png,be
archive\iam_words\words\a04\a04-015\a04-015-01-07.png,Key
archive\iam_words\words\e04\e04-132\e04-132-03-03.png,for
archive\iam_words\words\e04\e04-038\e04-038-06-01.png,and
archive\iam_words\words\b01\b01-073\b01-073-06-05.png,this
archive\iam_words\words\c03\c03-016a\c03-016a-05-08.png,the
archive\iam_words\words\a02\a02-078\a02-078-06-00.png,until
archive\iam_words\words\c03\c03-087b\c03-087b-04-00.png,around
archive\iam_words\words\a02\a02-111\a02-111-04-01.png,meet
archive\iam_words\words\a05\a05-121\a05-121-08-02.png,","
archive\iam_words\words\a05\a05-062\a05-062-08-03.png,to
archive\iam_words\words\d01\d01-098\d01-098-05-04.png,form
archive\iam_words\words\e01\e01-086\e01-086-00-06.png,join
archive\iam_words\words\a04\a04-000\a04-000-06-03.png,.
archive\iam_words\words\e02\e02-021\e02-021-00-02.png,it
archive\iam_words\words\e04\e04-119\e04-119-03-02.png,right
archive\iam_words\words\d01\d01-060\d01-060-06-03.png,the
archive\iam_words\words\a01\a01-087\a01-087-04-04.png,by
archive\iam_words\words\c06\c06-080\c06-080-05-00.png,styled
archive\iam_words\words\b04\b04-089\b04-089-04-07.png,But
archive\iam_words\words\b01\b01-004\b01-004-05-04.png,lie
archive\iam_words\words\d04\d04-131\d04-131-01-04.png,)
archive\iam_words\words\c04\c04-156\c04-156-00-04.png,interpretation
archive\iam_words\words\c03\c03-016d\c03-016d-03-00.png,her
archive\iam_words\words\a01\a01-107u\a01-107u-03-06.png,attainable
archive\iam_words\words\a03\a03-034\a03-034-03-03.png,since
archive\iam_words\words\a01\a01-058u\a01-058u-01-06.png,help
archive\iam_words\words\e06\e06-041\e06-041-02-02.png,it
archive\iam_words\words\a05\a05-108\a05-108-01-05.png,detect
archive\iam_words\words\c03\c03-021a\c03-021a-05-08.png,her
archive\iam_words\words\a05\a05-116\a05-116-05-01.png,otherwise
archive\iam_words\words\b06\b06-036\b06-036-02-04.png,far
archive\iam_words\words\e04\e04-004\e04-004-04-06.png,The
archive\iam_words\words\a02\a02-004\a02-004-08-02.png,Prime
archive\iam_words\words\d04\d04-081\d04-081-03-01.png,Berochoth
archive\iam_words\words\b05\b05-032\b05-032-06-01.png,","
archive\iam_words\words\a01\a01-063\a01-063-07-03.png,210million
